epoch_list,train_loss_list,test_loss_list,mae_train_loss_list,mae_test_loss_list
0,0.48124754721792334,0.4549781166844898,0.26667934872655785,0.24200432104432684
1,0.44278900338034344,0.4320857789781358,0.2344879015133931,0.2163223313470172
2,0.42554825136804175,0.41955015356214637,0.2261809080074995,0.2493305025447128
3,0.41013421207411677,0.40617867399994123,0.2192781889795238,0.21134484412833157
4,0.4038781929984052,0.398827905074144,0.2185612303069514,0.23267989624769259
5,0.410116898198413,0.39341410332255894,0.21561545999641094,0.21314545319630548
6,0.3942650054764544,0.39050136264572793,0.21565797772163,0.2066516010170309
7,0.39388988364456046,0.3917682195066387,0.2149793038256148,0.23967625480941218
8,0.3894468379071635,0.3879427786311533,0.21136100666645247,0.22203110183915523
9,0.3899410191254738,0.3860950050955145,0.2105650712027509,0.21154676721646234
10,0.38660272306356674,0.38546967047911423,0.2093446864786311,0.21510985187995127
11,0.3854156812796226,0.3844146416482762,0.20999096359452632,0.22092085822015747
12,0.3844080887034408,0.3826955063984944,0.2079093011780682,0.20190761588577533
13,0.38419381115171647,0.3832145379139827,0.2108444766356395,0.20591736196452737
14,0.38275412005237025,0.380739272150219,0.20972237665938515,0.2103532792156578
15,0.3815919108625151,0.3822261412174274,0.21105874425325638,0.2013951524710044
16,0.38053057807633,0.3795468588160653,0.20848665176293787,0.20698664802261907
17,0.3822859312988754,0.37911356705376226,0.2088579606806111,0.21886004214612848
18,0.3801246452280599,0.3778465167324767,0.2076836804039458,0.20614921053250632
19,0.3814316716713783,0.3890634128171155,0.21175312957702538,0.25872714575539285
20,0.3789668577349084,0.3768932056477946,0.20910038805415487,0.19734630791040567
21,0.3782129100500009,0.37591516704131395,0.2077331606648926,0.20526441116618294
22,0.37767062813807756,0.37616562817850685,0.20799266935413718,0.20906193325152764
23,0.3770272710129746,0.3766952986136461,0.20747881822096995,0.20385145848123437
24,0.38473061262032926,0.3752730118158536,0.21038889451923534,0.20645225239105713
25,0.3779757152765225,0.3747911900281906,0.20834971595014262,0.208163785119342
26,0.3772956006802045,0.3745112386014726,0.20901894238260058,0.21035203987207168
27,0.37653587147211415,0.37579366908623624,0.20971134381416517,0.222772067046573
28,0.3760434218451508,0.3747657208870619,0.20731353848917872,0.20629852844609153
29,0.388392222360668,0.3748384633889565,0.2097702824916595,0.22305377706503257
30,0.37526684349928147,0.3733188048896626,0.20726405033189008,0.209116112982106
31,0.37489830632495064,0.3741422233163801,0.2068607641590966,0.2005177934964498
32,0.37573172215722567,0.37310422702222806,0.20852051675319672,0.21282412621200594
33,0.37660819495845044,0.37566312994712436,0.20877185629473793,0.20528050085418245
34,0.37527345668556344,0.37218061280556214,0.21206496171971673,0.20870660818540132
