epoch_list,train_loss_list,test_loss_list,mae_train_loss_list,mae_test_loss_list
0,0.7912675539652506,0.6546467592318853,0.48101823776960373,0.43906354159116745
1,0.6193532943725586,0.5832663749655088,0.4124184673031171,0.3714194546143214
2,0.5695970207452774,0.5570312639077505,0.3693689952294032,0.3673633262515068
3,0.5605082760254542,0.5476653675238291,0.3654800703128179,0.3614436164498329
4,0.5491095383961996,0.541009247303009,0.3599667400121689,0.360446664194266
5,0.5408298621575037,0.5350546389818192,0.35674576461315155,0.3562595769762993
6,0.5427457665403684,0.5297359898686409,0.3550279463330905,0.35612622400124866
7,0.5282658835252126,0.5248929560184479,0.3529442772269249,0.3477567285299301
8,0.5261834512154261,0.5196749220291773,0.35046924153963727,0.3498775586485863
9,0.5242685675621033,0.5157393788297971,0.3487168128291766,0.34595249593257904
10,0.5195125018556913,0.5122408146659533,0.34752629697322845,0.34470423807700473
11,0.5110316971937815,0.5091528619329134,0.3459082966049512,0.34272416184345883
12,0.511129173139731,0.5064916635553042,0.3444698949654897,0.3464916820327441
13,0.5112377355496088,0.5050681903958321,0.34431808441877365,0.3508250614007314
14,0.508144423365593,0.5018840904037157,0.34343403329451877,0.34618325531482697
15,0.501248724758625,0.4993623172243436,0.34199676911036175,0.3430168529351552
16,0.5278854543964068,0.5026677971084913,0.3412512093782425,0.3571673134962718
17,0.5033862640460333,0.49593716611464816,0.34408964961767197,0.3463984628518422
18,0.5012390539050102,0.4932811384399732,0.3406688670317332,0.3412763923406601
19,0.4930676470200221,0.49244383722543716,0.34038596600294113,0.3347436487674713
20,0.49346823990345,0.4904783194263776,0.33912046253681183,0.33637918531894684
21,0.490196759502093,0.4881769095857938,0.3397717128197352,0.3386975824832916
22,0.4883490651845932,0.4873326048254967,0.3385760982831319,0.332156998415788
23,0.48814138273398083,0.48536061743895215,0.3381451095143954,0.3333904892206192
24,0.48750127106904984,0.4823835889498393,0.3373700976371765,0.3352953568100929
25,0.49440233409404755,0.48292621473471325,0.3368895500898361,0.34376605848471325
26,0.4832518547773361,0.47989768038193387,0.3381951202948888,0.3372315913438797
27,0.4816029518842697,0.47826142360766727,0.33639170974493027,0.33746293435494107
28,0.48771317054828006,0.4773989294966062,0.33616822957992554,0.33193601419528324
29,0.4800802891453107,0.4750363777081172,0.3359017272790273,0.33528847247362137
30,0.47574063887198764,0.4739139998952548,0.33527639011542004,0.33459410071372986
31,0.47627350439627963,0.4725491429368655,0.3358762835462888,0.3315745418270429
32,0.4737764472762744,0.4708756630619367,0.33488567421833676,0.33594243228435516
33,0.47500354051589966,0.4704644630352656,0.3357817232608795,0.3337874040007591
34,0.4717719654242198,0.4684070348739624,0.33561620364586514,0.33285284290711087
35,0.4761396000782649,0.46816468487183255,0.3352908690770467,0.340695321559906
36,0.4688013146320979,0.4670599972208341,0.33583025137583417,0.32964559147755307
37,0.4712010944883029,0.4657057548562686,0.3346162537733714,0.3375674660007159
38,0.47042198727528256,0.46374373883008957,0.3349008137981097,0.33220014721155167
39,0.4684492697318395,0.46307030071814853,0.33478329330682755,0.33827438453833264
40,0.4673834393421809,0.4617050116260846,0.3355380470554034,0.33188872287670773
41,0.4679890175660451,0.46060024698575336,0.3342267523209254,0.33738676210244495
42,0.46510809659957886,0.4597517102956772,0.33616261929273605,0.3314933230479558
43,0.46260051677624386,0.45879705001910526,0.33391378819942474,0.33070941766103107
44,0.4621467590332031,0.45785727103551227,0.33464956531922024,0.33505863944689435
45,0.4615473672747612,0.4569642369945844,0.33452919870615005,0.3341548765699069
46,0.4590499823292096,0.45733942339817685,0.3349498634537061,0.3295917809009552
47,0.4574459195137024,0.45481037596861523,0.33422069748242694,0.33626969158649445
48,0.46281594038009644,0.453376700480779,0.3346983989079793,0.3295022025704384
49,0.4565274367729823,0.4525514394044876,0.33417973419030506,0.3365036721030871
50,0.456274335583051,0.45200027773777646,0.33398833125829697,0.3286519969503085
51,0.4577908366918564,0.44992808997631073,0.3351425379514694,0.3335858955979347
52,0.45171938588221866,0.44868559141953784,0.33364393810431164,0.32922036697467166
53,0.4552707572778066,0.44900807241598767,0.332779236137867,0.33806297928094864
54,0.44986951102813083,0.44810840239127475,0.33365361640850705,0.3301188300053279
55,0.453547070423762,0.4454091191291809,0.3334205051263173,0.33336827407280606
56,0.4537641753753026,0.44483765463034314,0.3330642357468605,0.3327663342158
57,0.4498720367749532,0.4445031260450681,0.33366305629412335,0.3348716547091802
58,0.4516487494111061,0.44284524271885556,0.3328539952635765,0.3301679839690526
59,0.44768505295117694,0.4424796427289645,0.3337425837914149,0.32924477259318036
60,0.44520485897858936,0.4410205086072286,0.33275846391916275,0.3297245154778163
61,0.4439934690793355,0.44012245535850525,0.3324006547530492,0.3316960260272026
62,0.4571901932358742,0.4390913744767507,0.3324073776602745,0.3343811209003131
63,0.44311264157295227,0.4383425290385882,0.3328471730152766,0.33362235377232236
64,0.44428033630053204,0.43838078031937283,0.33458924541870755,0.32781144479910534
65,0.43993229418992996,0.4375239635507266,0.33472971121470135,0.3316972926259041
66,0.4402790119250615,0.43588647494713467,0.33294929067293805,0.3330026293794314
67,0.438717099527518,0.4356253618995349,0.3326090599099795,0.33128656695286435
68,0.43761203189690906,0.4347207893927892,0.33246370901664096,0.3286716292301814
69,0.4377642720937729,0.43248679240544635,0.3324308842420578,0.3307643135388692
70,0.4359477758407593,0.4317025914788246,0.33201084782679874,0.330439788599809
71,0.43465715150038403,0.4343951642513275,0.332676221927007,0.32793249438206357
72,0.4371315116683642,0.4330434600512187,0.33429701377948123,0.3403990939259529
73,0.4366474325458209,0.430329625805219,0.3344356541832288,0.33482813586791355
74,0.4340299516916275,0.4297736311952273,0.33295349528392154,0.32881949841976166
75,0.432085357606411,0.43188482771317166,0.3330645759900411,0.32679464668035507
76,0.4329657355944316,0.42870838195085526,0.33315695573886234,0.33616505563259125
77,0.43276191751162213,0.428269699215889,0.3325250868995984,0.3379972328742345
78,0.4322674448291461,0.4266230836510658,0.3330107902487119,0.3329693302512169
79,0.43174559623003006,0.42768829812606174,0.33252260585625965,0.3331904386480649
80,0.4282340034842491,0.4276877890030543,0.33379852026700974,0.3295959656437238
81,0.4313999091585477,0.42412790407737094,0.3357178866863251,0.3277677819132805
82,0.43240487823883694,0.4232473646601041,0.3325382222731908,0.33298973987499875
83,0.4297066355744998,0.4234529236952464,0.33238906413316727,0.33622697989145917
84,0.42805156856775284,0.421726331114769,0.33335287620623905,0.32860686878363293
85,0.4290081188082695,0.42261917392412823,0.335412139693896,0.32658661901950836
86,0.426798256735007,0.42100395758946735,0.33240319540103275,0.3294573202729225
87,0.4262267475326856,0.4202508305509885,0.3340136681993802,0.3339615712563197
88,0.42223426947991055,0.4225357895096143,0.3329322263598442,0.3266609460115433
89,0.4263608952363332,0.41923366735378903,0.33479099720716476,0.328281248609225
90,0.42380258937676746,0.4188837930560112,0.3328004678090413,0.33837199956178665
91,0.4204964265227318,0.4176739553610484,0.3328227922320366,0.3271295701464017
92,0.4209531098604202,0.41538911561171216,0.33303075780471164,0.327879677216212
93,0.4198341766993205,0.41566943128903705,0.3314353997508685,0.3323712373773257
94,0.42207956314086914,0.4153555432955424,0.3316483770807584,0.33327194303274155
95,0.41662101695934933,0.41394617160161334,0.33219990382591885,0.3312267065048218
96,0.42000551770130795,0.41333065181970596,0.3317803516983986,0.330959215760231
97,0.4173099547624588,0.4141710450251897,0.33236897736787796,0.33168918391068775
98,0.4186193297306697,0.41560400525728863,0.33344782143831253,0.34151964137951535
99,0.4203232129414876,0.4115808332959811,0.3334447965025902,0.33202741543451947
100,0.4157387937108676,0.41142754008372623,0.33234618107477826,0.3314672460158666
101,0.41407805184523266,0.41017545262972516,0.33218978593746823,0.3292726029952367
102,0.4158915455142657,0.40935951968034107,0.331899531185627,0.3296878362695376
103,0.4192612444361051,0.4086533611019452,0.33188118040561676,0.3313274582227071
104,0.42868929107983905,0.4088532527287801,0.33208423604567844,0.32951175918181735
105,0.41433708866437274,0.40805908540884656,0.33257631957530975,0.3340686360994975
106,0.4118991071979205,0.4067846015095711,0.3327179625630379,0.32961276918649673
107,0.4122326026360194,0.40664514650901157,0.3321395168701808,0.32741978764533997
108,0.4128553668657939,0.4058661088347435,0.3325013866027196,0.32891495525836945
109,0.41075744728247326,0.4054190715154012,0.33274457852045697,0.33194340268770856
110,0.4128282368183136,0.40721208105484646,0.33314375579357147,0.33912820865710575
111,0.4101976652940114,0.40769537538290024,0.3331863656640053,0.3422206367055575
112,0.40822797765334445,0.40416495501995087,0.3333532164494197,0.3306727906068166
113,0.40809842695792514,0.4027170464396477,0.3325911983847618,0.3295416161417961
114,0.4089277709523837,0.40529802441596985,0.3331940248608589,0.3282463351885478
115,0.40831173211336136,0.402470921476682,0.33268580089012784,0.3294162352879842
116,0.405689333875974,0.40246184666951496,0.3316248555978139,0.32823547969261807
117,0.4065745597084363,0.4018683110674222,0.3325899417201678,0.32925762236118317
118,0.41017890224854153,0.40086079637209576,0.3331579888860385,0.32973916331926983
119,0.40501120934883755,0.40048572172721225,0.3333117788036664,0.3276998649040858
120,0.40374624729156494,0.4001285955309868,0.33186714847882587,0.32743819057941437
121,0.4098196129004161,0.3991272648175557,0.3319971337914467,0.33296966304381687
122,0.4039631088574727,0.399529126783212,0.33192920684814453,0.3345158596833547
123,0.4016050472855568,0.39767172435919446,0.3325812295079231,0.33177707840998966
124,0.40545130769411725,0.3971373861034711,0.3313646043340365,0.33424991369247437
125,0.4038325349489848,0.39650432020425797,0.3314635554949443,0.33020168046156567
126,0.4158828780055046,0.3960774540901184,0.3323753774166107,0.3321915666262309
127,0.4132770945628484,0.39651620884736377,0.33279385417699814,0.33455702165762585
128,0.40181516607602435,0.39746470749378204,0.3328573703765869,0.338614563147227
129,0.39994201560815174,0.3974355608224869,0.3326455180843671,0.3384581704934438
130,0.41038911789655685,0.3936648840705554,0.33303899814685184,0.3318677718440692
131,0.40145376821358997,0.39296164611975354,0.3313630446791649,0.3303442597389221
132,0.3972046226263046,0.3966572384039561,0.3325999031464259,0.3268957535425822
133,0.4010110969344775,0.39185385902722675,0.33224577953418094,0.32969242831071216
134,0.40987465033928555,0.3931585947672526,0.3315568268299103,0.3364754989743233
135,0.40795812010765076,0.3922334983944893,0.333480899532636,0.33431172619263333
136,0.3960703909397125,0.3908132463693619,0.3321600581208865,0.3307423119743665
